food_name,calories,protein,carbohydrates,fat,fiber,sugar,sodium,calcium,iron,potassium,nutrition_density,meal_type,food_preference,cuisine,allergens,serving_size
Corned Beef Canned,53,5.7,0.0,3.1,0.0,0.0,0.2,2.5,0.4,28.6,11.7,Lunch,Non-Vegetarian,International,None,100 g
Corned Beef Cooked,53,3.8,0.006,4.0,0.0,0.0,0.2,1.7,0.4,30.5,9.905,Lunch,Non-Vegetarian,International,None,100 g
Corned Beef Hash With Potatoes,387,20.6,21.9,24.2,2.6,0.8,1.0,44.8,2.4,405.9,118.6,Lunch,Non-Vegetarian,International,None,100 g
Corned Beef Raw,898,66.6,0.6,67.6,0.0,0.0,5.5,31.8,7.7,1347.2,296.8,Lunch,Non-Vegetarian,International,None,100 g
Cornmeal White,581,11.2,124.7,2.7,6.1,2.5,0.094,4.7,1.7,222.9,151.1,Lunch,Vegetarian,International,None,100 g
Cornmeal Whole Grain,442,9.9,93.8,4.4,8.9,0.8,0.022,7.3,4.2,350.1,128.5,Lunch,Vegetarian,International,None,100 g
Cornmeal Yellow,581,11.2,124.7,2.7,6.1,2.5,0.011,4.7,1.7,222.9,151.1,Lunch,Vegetarian,International,None,100 g
Cornnuts,126,2.4,20.3,4.4,2.0,0.2,0.2,2.5,0.5,78.7,32.1,Lunch,Vegetarian,International,None,100 g
Cornsalad,12,1.1,2.0,0.2,0.0,0.0,0.067,0.0,0.092,29.7,3.593,Lunch,Vegetarian,International,None,100 g
Cornstarch,488,0.3,116.8,0.03,1.2,0.0,0.093,2.6,0.6,3.8,121.535,Lunch,Vegetarian,International,None,100 g
Cottage Cheese Creamed,20,2.2,0.7,0.9,0.0,0.5,0.095,16.6,0.071,20.8,20.576,Breakfast,Vegetarian,International,Milk,100 g
Cottage Cheese Low Fat,163,28.0,6.1,2.3,0.0,6.1,0.9,137.9,0.3,194.4,174.683,Breakfast,Vegetarian,International,Milk,100 g
Cottage Cheese Nonfat,104,15.0,9.7,0.4,0.0,2.7,0.5,124.7,0.2,198.7,150.072,Breakfast,Vegetarian,International,Milk,100 g
Cottage Fries,11,0.2,1.9,0.4,0.2,0.019,0.058,0.9,0.025,32.5,4.413,Lunch,Vegetarian,International,None,100 g
Cottonseed Flour Low Fat,94,14.1,10.2,0.4,0.0,0.0,0.022,134.1,3.6,498.4,163.1,Lunch,Vegetarian,International,None,100 g
Cottonseed Kernels Roasted,754,48.6,32.6,54.1,8.2,0.0,0.073,149.0,8.0,2011.5,313.9,Lunch,Vegetarian,International,None,100 g
Cottonseed Oil,120,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6,Lunch,Vegetarian,International,None,100 g
Couscous Cooked,176,6.0,36.5,0.3,2.2,0.2,0.054,12.6,0.6,91.1,58.2,Lunch,Vegetarian,International,None,100 g
Couscous Dry,650,22.1,134.0,1.1,8.7,0.0,0.031,41.5,1.9,287.2,209.3,Lunch,Vegetarian,International,None,100 g
Cowpeas Canned,185,11.4,32.7,1.3,7.9,0.0,0.7,48.0,2.3,412.8,110.1,Lunch,Vegetarian,International,None,100 g
Cowpeas Cooked,81,5.4,14.5,0.4,4.6,2.3,0.037,0.033,0.2,109.2,25.166,Lunch,Vegetarian,International,None,100 g
Cowpeas Raw,41,3.1,8.9,0.3,3.1,4.7,0.026,61.1,0.9,202.1,108.4,Lunch,Vegetarian,International,None,100 g
Crab Apple,84,0.4,21.9,0.3,0.0,0.0,0.03,19.8,0.4,213.4,51.6,Snack,Non-Vegetarian,International,None,100 g
Crab Cake,160,11.3,5.1,10.4,0.2,0.0,0.5,202.2,1.1,162.0,230.596,Lunch,Non-Vegetarian,International,None,100 g
Crab Soup,95,10.4,12.5,0.8,2.4,0.0,0.6,83.0,1.9,434.3,120.3,Lunch,Non-Vegetarian,International,None,100 g
Cracked Wheat Bread,74,2.5,14.0,1.1,1.6,0.0,0.2,12.2,0.8,50.1,32.2,Breakfast,Vegetarian,International,Gluten,100 g
Cracker Meal,440,10.7,93.0,2.0,3.0,0.4,0.078,26.5,5.3,132.3,140.5,Lunch,Vegetarian,International,None,100 g
Crackers,82,1.1,9.8,4.2,0.4,1.3,0.1,0.036,0.011,39.7,15.764,Lunch,Vegetarian,International,None,100 g
Crackers Whole Wheat,120,3.0,19.5,4.0,2.9,0.3,0.2,10.1,0.9,96.6,40.4,Lunch,Vegetarian,International,Gluten,100 g
Cranberries,21,0.2,5.4,0.014,1.6,1.9,0.03,0.063,0.033,5.0,7.473,Lunch,Vegetarian,International,None,100 g
Cranberries Dried,370,0.053,98.8,1.6,6.8,78.0,0.037,12.0,0.6,48.0,120.036,Lunch,Vegetarian,International,None,100 g
Cranberry Apple Juice,154,0.0,38.8,0.3,0.0,35.5,0.061,7.4,0.2,41.7,143.5,Snack,Vegetarian,International,None,100 g
Cranberry Apricot Juice,157,0.5,39.7,0.0,0.2,0.0,0.007,22.1,0.4,149.5,62.9,Lunch,Vegetarian,International,None,100 g
Cranberry Beans Canned,216,14.4,39.3,0.7,16.4,0.0,0.9,88.4,4.0,676.0,165.3,Lunch,Vegetarian,International,None,100 g
Cranberry Beans Cooked,241,16.5,43.3,0.8,17.7,0.0,0.4,0.0,0.4,239.0,78.8,Lunch,Vegetarian,International,None,100 g
Cranberry Beans Raw,653,44.9,117.1,2.4,48.2,0.0,0.014,247.7,9.8,2597.4,470.1,Lunch,Vegetarian,International,None,100 g
Cranberry Grape Juice,137,0.5,34.3,0.2,0.2,0.0,0.079,19.6,0.04,58.8,133.2,Lunch,Vegetarian,International,None,100 g
Cranberry Juice,92,0.8,24.4,0.3,0.2,24.2,0.093,0.099,0.1,26.0,25.975,Lunch,Vegetarian,International,None,100 g
Cranberry Orange Relish,490,0.8,127.1,0.3,0.0,0.0,0.063,30.3,0.6,104.5,208.6,Snack,Vegetarian,International,None,100 g
Cranberry Sauce Sweetened,418,0.6,107.8,0.4,2.8,105.0,0.076,11.1,0.6,72.0,128.8,Lunch,Vegetarian,International,None,100 g
Crayfish Cooked,25,5.0,0.0,0.4,0.0,0.0,0.058,14.4,0.3,67.4,20.222,Lunch,Vegetarian,International,None,100 g
Crayfish Raw,3,0.6,0.0,0.048,0.0,0.0,0.024,1.0,0.053,10.4,1.788,Lunch,Vegetarian,International,None,100 g
Cream Cheese,51,0.9,0.8,5.0,0.0,0.5,0.016,0.008,0.082,15.5,7.07,Breakfast,Vegetarian,International,Milk,100 g
Cream Cheese Fat Free,19,2.8,1.4,0.2,0.0,1.0,0.1,63.2,0.053,50.0,67.679,Breakfast,Vegetarian,International,Milk,100 g
Cream Cheese Low Fat,30,1.2,1.2,2.3,0.0,0.9,0.046,22.2,0.008,37.1,27.007,Breakfast,Vegetarian,International,Milk,100 g
Cream Of Asparagus Soup,174,4.6,21.5,8.2,1.0,1.8,1.7,58.0,1.6,347.8,100.43,Lunch,Vegetarian,International,None,100 g
Cream Of Celery Soup,181,3.3,17.7,11.2,1.5,3.4,1.3,80.6,1.3,247.0,116.189,Lunch,Vegetarian,International,None,100 g
Cream Of Chicken Soup,227,6.0,18.0,14.5,0.0,1.4,1.8,35.3,2.7,123.5,76.9,Lunch,Non-Vegetarian,International,None,100 g
Cream Of Mushroom Soup,199,3.4,17.1,13.4,1.8,1.0,1.7,30.2,0.5,161.3,66.404,Lunch,Vegetarian,International,None,100 g
Cream Of Onion Soup,268,6.7,31.7,12.8,1.2,11.1,1.9,82.4,1.5,298.9,139.473,Lunch,Vegetarian,International,None,100 g
Cream Of Potato Soup,186,3.8,32.2,4.7,3.3,3.6,1.5,42.8,0.9,415.8,88.202,Lunch,Vegetarian,International,None,100 g
Cream Of Rice Coup,127,2.2,28.1,0.2,0.2,0.022,0.4,7.3,0.5,48.8,38.5,Lunch,Vegetarian,International,None,100 g
Cream Of Shrimp Soup,181,5.6,16.5,10.4,0.5,0.0,1.7,35.3,1.1,118.4,69.41,Lunch,Non-Vegetarian,International,None,100 g
Cream Of Tartar,8,0.0,1.8,0.0,0.01,0.0,0.009,0.2,0.1,495.0,2.138,Lunch,Vegetarian,International,None,100 g
Cream Soda,252,0.0,65.7,0.0,0.0,65.7,0.098,24.7,0.2,4.9,90.6,Lunch,Vegetarian,International,None,100 g
Creamy Ranch Sauce Mcdonalds,132,0.3,1.0,14.7,0.0,1.0,0.2,8.2,0.039,22.1,24.274,Lunch,Vegetarian,International,None,100 g
Crimini Mushrooms,1,0.2,0.3,0.018,0.064,0.1,0.086,0.0,0.098,7.2,0.681,Lunch,Vegetarian,International,None,100 g
Crisped Rice Bar,113,1.4,20.4,3.8,0.6,0.0,0.01,5.9,1.8,47.0,33.9,Lunch,Vegetarian,International,None,100 g
Crispy Brown Rice,124,2.3,27.5,1.1,2.3,2.9,0.086,9.0,0.4,76.2,42.6,Lunch,Vegetarian,International,None,100 g
Crispy Chicken Breast Kentucky Fried Chicken,214,38.2,0.4,6.7,0.0,0.0,0.7,28.0,0.7,432.6,74.065,Lunch,Non-Vegetarian,International,None,100 g
Crispy Chicken Drumstick Kentucky Fried Chicken,70,10.6,0.0,3.0,0.0,0.0,0.2,6.6,0.4,111.9,20.632,Lunch,Non-Vegetarian,International,None,100 g
Crispy Chicken Sandwich,350,14.8,33.2,17.6,0.0,3.9,0.7,46.6,1.9,233.1,114.1,Lunch,Non-Vegetarian,International,None,100 g
Crispy Chicken Strips Kentucky Fried Chicken,129,9.5,6.4,7.2,0.7,0.0,0.4,11.8,0.3,156.5,35.9,Lunch,Non-Vegetarian,International,None,100 g
Crispy Chicken Strips Tyson,145,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Lunch,Non-Vegetarian,International,None,100 g
Crispy Chicken Thigh Kentucky Fried Chicken,163,20.4,0.0,9.1,0.0,0.0,0.5,19.1,0.9,246.6,49.591,Lunch,Non-Vegetarian,International,None,100 g
Crispy Chicken Wing Kentucky Fried Chicken,104,12.6,1.3,5.3,0.0,0.0,0.3,13.2,0.4,116.6,32.851,Lunch,Non-Vegetarian,International,None,100 g
Croissant With Egg Cheese,368,12.8,24.3,24.7,0.0,0.0,0.6,243.8,2.2,174.0,307.9,Breakfast,Non-Vegetarian,International,"Egg, Milk",100 g
Crookneck Squash Canned,27,1.3,6.2,0.1,2.9,2.5,0.006,25.2,1.5,201.6,42.9,Lunch,Vegetarian,International,None,100 g
Crookneck Squash Cooked,34,1.9,6.8,0.7,2.0,4.5,0.4,39.6,0.7,318.6,72.6,Lunch,Vegetarian,International,None,100 g
Crookneck Squash Raw,24,1.3,4.9,0.3,1.3,4.5,0.047,26.7,0.6,281.9,59.6,Lunch,Vegetarian,International,None,100 g
Croutons,33,1.0,5.9,0.5,0.4,0.0,0.035,6.1,0.3,9.9,14.2,Lunch,Vegetarian,International,None,100 g
Croutons Seasoned,186,4.3,25.4,7.3,2.0,1.8,0.4,38.4,1.1,72.4,78.5,Lunch,Vegetarian,International,None,100 g
Cucumber,23,1.0,5.4,0.2,0.8,2.5,0.061,24.0,0.4,220.5,36.0,Lunch,Vegetarian,International,None,100 g
Cucumber Peeled,16,0.8,2.9,0.2,0.9,1.8,0.098,0.052,0.018,27.9,4.903,Lunch,Vegetarian,International,None,100 g
Cumin Seeds,8,0.4,0.9,0.5,0.2,0.063,0.073,19.6,1.4,37.5,23.2,Lunch,Vegetarian,International,None,100 g
Cupu Assu Oil,120,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6,Lunch,Vegetarian,International,None,100 g
Cured Beef Dried,4,0.9,0.06,0.019,0.0,0.006,0.049,0.2,0.004,6.6,1.333,Lunch,Non-Vegetarian,International,None,100 g
Curry Powder,20,0.8,3.7,0.9,2.1,0.2,0.004,0.094,0.034,22.0,7.681,Lunch,Vegetarian,International,None,100 g
Cusk Cooked,106,23.1,0.0,0.8,0.0,0.0,0.047,12.4,1.0,477.9,37.306,Lunch,Vegetarian,International,None,100 g
Cusk Raw,106,23.2,0.0,0.8,0.0,0.0,0.086,12.2,1.0,478.2,37.228,Lunch,Vegetarian,International,None,100 g
Cuttlefish Cooked,45,9.2,0.5,0.4,0.0,0.0,0.2,50.9,3.1,180.3,66.521,Lunch,Vegetarian,International,None,100 g
Cuttlefish Raw,22,4.6,0.2,0.2,0.0,0.0,0.1,25.5,1.7,100.2,33.734,Lunch,Vegetarian,International,None,100 g
Daiquiri,112,0.035,4.2,0.036,0.001,3.3,0.008,1.8,0.033,12.6,7.243,Lunch,Vegetarian,International,None,100 g
Dandelion Greens Cooked,35,2.1,6.7,0.6,3.0,1.7,0.3,147.0,1.9,243.6,180.2,Lunch,Vegetarian,International,None,100 g
Dandelion Greens Raw,25,1.5,5.1,0.4,1.9,0.4,0.043,102.9,1.7,218.4,132.8,Lunch,Vegetarian,International,None,100 g
Danish Pastry With Cheese,353,5.8,28.7,24.6,0.0,0.0,0.3,70.1,1.8,116.5,133.666,Breakfast,Vegetarian,International,Milk,100 g
Danish Pastry With Cinnamon,349,4.8,46.9,16.7,0.0,0.0,0.3,37.0,1.8,95.9,109.897,Lunch,Vegetarian,International,None,100 g
Danish Pastry With Fruit,335,4.8,45.1,15.9,0.0,0.0,0.3,21.6,1.4,110.0,90.454,Lunch,Vegetarian,International,None,100 g
Danish Pastry With Nuts,280,4.6,29.7,16.4,1.3,16.8,0.2,61.1,1.2,61.8,115.451,Lunch,Vegetarian,International,None,100 g
Danone Low Fat Alsafi,88,0.0,0.089,1.7,0.0,255.0,0.0,0.0,0.0,0.0,1.743,Lunch,Vegetarian,International,None,100 g
Dar Vida Swiss Original,116,0.0,0.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.6,Lunch,Vegetarian,International,None,100 g
Dark Chocolate,165,1.5,18.0,9.7,2.2,13.8,0.013,0.087,0.3,64.2,31.848,Lunch,Vegetarian,International,None,100 g
Dessert Wine Dry,760,1.0,58.4,0.0,76.5,5.5,0.0,0.0,0.2,45.0,498.8,Lunch,Vegetarian,International,None,100 g
Dessert Wine Sweet,165,0.2,14.1,0.0,0.0,8.0,0.047,8.2,0.2,94.8,22.7,Lunch,Vegetarian,International,None,100 g
Dill Pickled Cucumber,17,0.9,3.7,0.2,1.6,1.9,1.3,60.1,0.5,131.6,68.1,Lunch,Vegetarian,International,None,100 g
Dill Seeds,20,1.1,3.6,1.0,1.4,0.0,0.037,100.1,1.1,78.3,109.7,Lunch,Vegetarian,International,None,100 g
Dill Weed Dried,253,20.0,55.8,4.4,13.6,0.0,0.2,0.0,0.5,543.0,96.0,Lunch,Vegetarian,International,None,100 g
Dill Weed Fresh,4,0.3,0.6,0.063,0.2,0.0,0.017,0.0,0.09,5.9,1.201,Lunch,Vegetarian,International,None,100 g
Dinner Roll,76,2.4,12.9,1.8,1.1,0.5,0.1,49.3,1.0,32.2,68.5,Lunch,Vegetarian,International,None,100 g
Dinner Roll Whole Wheat,74,2.4,14.3,1.3,2.1,2.4,0.1,29.7,0.7,76.2,50.5,Lunch,Vegetarian,International,Gluten,100 g
Dock,29,2.7,4.3,0.9,3.9,0.0,0.025,0.0,0.2,83.8,12.2,Lunch,Vegetarian,International,None,100 g
Dolphinfish Cooked,173,37.7,0.0,1.4,0.0,0.0,0.2,30.2,2.3,847.5,71.625,Lunch,Vegetarian,International,None,100 g
Dolphinfish Raw,173,37.7,0.0,1.4,0.0,0.0,0.2,30.6,2.3,848.6,72.1,Lunch,Vegetarian,International,None,100 g
Donut,192,2.3,22.9,10.3,0.7,0.0,0.2,27.0,0.5,45.9,63.823,Lunch,Vegetarian,International,None,100 g
Donut With Cream Filling,307,5.4,25.5,20.8,0.7,12.4,0.3,21.3,1.6,68.0,75.331,Lunch,Vegetarian,International,None,100 g
Donut With Jelly Filling,289,5.0,33.2,15.9,0.8,17.9,0.4,21.3,1.5,67.2,77.736,Lunch,Vegetarian,International,None,100 g
Double Cheeseburger,643,37.0,41.0,36.9,2.1,9.5,0.9,0.054,0.2,376.2,119.347,Breakfast,Vegetarian,International,Milk,100 g
Double Hamburger,942,52.1,51.4,58.6,5.2,13.2,1.1,0.094,0.4,415.1,169.626,Lunch,Vegetarian,International,None,100 g
Double Whopper Burger King,942,52.1,51.4,58.6,5.2,13.2,1.1,130.9,10.5,718.1,309.4,Lunch,Vegetarian,International,None,100 g
Double Whopper With Cheese Burger King,1061,57.7,53.9,68.1,6.4,14.4,1.5,311.2,21.1,754.1,519.2,Breakfast,Vegetarian,International,Milk,100 g
Dried Tomatoes,5,0.3,1.1,0.053,0.2,0.8,0.069,2.2,0.2,68.5,4.838,Lunch,Vegetarian,International,None,100 g
Dried Tomatoes Canned In Oil,6,0.2,0.7,0.4,0.2,0.0,0.056,1.4,0.057,47.0,6.037,Lunch,Vegetarian,International,None,100 g
Drum Cooked,236,34.6,0.0,9.7,0.0,0.0,0.1,118.6,1.8,543.6,166.292,Lunch,Vegetarian,International,None,100 g
Drum Raw,236,34.7,0.0,9.8,0.0,0.0,0.1,118.8,1.8,544.5,167.2,Lunch,Vegetarian,International,None,100 g
Drumstick Leaves Cooked,25,2.2,4.7,0.4,0.8,0.4,0.1,63.4,1.0,144.5,85.5,Lunch,Vegetarian,International,None,100 g
Drumstick Leaves Raw,13,2.0,1.7,0.3,0.4,0.0,0.071,38.9,0.8,70.8,55.0,Lunch,Vegetarian,International,None,100 g
Drumstick Pods Cooked,42,2.5,9.7,0.2,5.0,0.0,0.3,23.6,0.5,539.3,156.0,Lunch,Vegetarian,International,None,100 g
Drumstick Pods Raw,37,2.1,8.5,0.2,3.2,0.0,0.077,30.0,0.4,461.0,185.4,Lunch,Vegetarian,International,None,100 g
Duck Egg,130,9.0,1.0,9.6,0.0,0.7,0.1,44.8,2.7,155.4,67.2,Breakfast,Non-Vegetarian,International,Egg,100 g
Duck Fat,44,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Lunch,Vegetarian,International,None,100 g
Duck Liver Raw,60,8.2,1.6,2.0,0.0,0.0,0.089,4.8,13.4,101.2,37.3,Lunch,Vegetarian,International,None,100 g
Duck Meat Cooked,472,26.6,0.0,39.7,0.0,0.0,0.041,15.4,3.8,285.6,85.544,Lunch,Vegetarian,International,None,100 g
Duck Meat Raw,5123,145.7,0.0,498.8,0.0,0.0,0.8,139.5,30.4,2650.1,850.5,Lunch,Vegetarian,International,None,100 g
Duck Sauce,80,0.1,19.7,0.063,0.2,9.9,0.1,3.6,0.1,28.3,24.017,Lunch,Vegetarian,International,None,100 g
Dulce De Leche,60,1.3,10.5,1.4,0.0,9.5,0.036,47.7,0.001,66.5,61.415,Lunch,Vegetarian,International,None,100 g
Dungeness Crab Cooked,140,28.3,1.2,1.6,0.0,0.0,0.5,74.9,0.5,518.2,111.171,Lunch,Non-Vegetarian,International,None,100 g
Dungeness Crab Raw,140,28.4,1.2,1.6,0.0,0.0,0.5,75.0,0.6,577.0,112.564,Lunch,Non-Vegetarian,International,None,100 g
Durian,51,0.5,9.5,1.9,1.3,0.0,0.079,0.0,0.094,13.7,13.358,Lunch,Vegetarian,International,None,100 g
Dutch Apple Pie,397,3.0,61.0,15.8,2.2,30.2,0.3,19.2,1.2,104.1,110.281,Snack,Vegetarian,International,None,100 g
Eastern Oyster Canned,110,11.4,6.3,4.0,0.0,0.0,0.2,72.9,10.9,371.0,113.7,Lunch,Vegetarian,International,None,100 g
Eastern Oyster Cooked,8,0.7,0.7,0.2,0.0,0.0,0.038,5.5,0.8,14.9,8.598,Lunch,Vegetarian,International,None,100 g
Eastern Oyster Fried,29,1.3,1.7,1.8,0.0,0.0,0.015,9.1,1.0,35.6,15.5,Lunch,Vegetarian,International,None,100 g
Eastern Oyster Raw,8,0.7,0.8,0.2,0.0,0.0,0.021,6.2,0.8,17.4,9.448,Lunch,Vegetarian,International,None,100 g
Eclair,234,4.4,11.2,19.2,0.4,2.0,0.1,31.5,0.9,63.9,68.0,Lunch,Vegetarian,International,None,100 g
Edam Cheese,107,7.5,0.4,8.3,0.0,0.0,0.3,219.3,0.1,56.4,235.628,Breakfast,Vegetarian,International,Milk,100 g
Edamame Cooked,189,18.5,13.8,8.1,8.1,3.4,0.034,0.041,0.5,262.0,49.248,Lunch,Vegetarian,International,None,100 g
Eel Cooked,67,6.7,0.0,4.2,0.0,0.0,0.069,7.4,0.2,98.8,19.3,Lunch,Vegetarian,International,None,100 g
Eel Raw,375,37.6,0.0,23.8,0.0,0.0,0.1,40.8,1.0,554.9,109.0,Lunch,Vegetarian,International,None,100 g
Egg Bagel,72,2.8,13.8,0.5,0.6,0.0,0.1,3.4,1.0,17.7,22.349,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Boiled,93,7.5,0.7,6.4,0.0,0.7,0.042,30.0,0.7,75.6,45.338,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Bread,115,3.8,19.1,2.4,0.9,0.7,0.2,37.2,1.2,46.0,64.622,Breakfast,Non-Vegetarian,International,"Egg, Gluten",100 g
Egg Bread Toasted,117,3.9,19.5,2.4,0.9,0.7,0.2,37.7,1.2,46.6,65.618,Breakfast,Non-Vegetarian,International,"Egg, Gluten",100 g
Egg Cheese Sandwich,340,15.6,25.9,19.4,0.0,0.0,0.8,224.8,3.0,188.3,290.4,Breakfast,Non-Vegetarian,International,"Egg, Milk",100 g
Egg Custard,293,14.2,31.0,12.9,0.0,31.0,0.2,301.7,1.0,417.4,360.9,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Dinner Roll,107,3.3,18.2,2.2,1.3,1.5,0.2,20.7,1.2,36.4,46.913,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Dried,30,2.4,0.047,2.2,0.0,0.05,0.06,11.8,0.2,27.0,16.62,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Drop Soup,65,2.8,10.3,1.5,1.0,0.2,0.9,16.9,0.6,53.0,48.808,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Fried,90,6.3,0.4,6.8,0.0,0.2,0.043,28.5,0.9,69.9,42.904,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Large,138,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,9.3,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Mcmuffin Mcdonalds,287,17.2,27.3,12.2,1.4,2.7,0.8,0.0,0.1,252.0,58.5,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Mix,30,2.4,0.098,2.2,0.0,0.091,0.012,0.078,0.055,31.5,4.876,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Noodles Cooked,110,3.6,20.1,1.7,1.0,0.3,0.027,0.0,0.051,60.8,26.542,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Noodles Dry,146,5.4,27.1,1.7,1.3,0.7,0.095,13.3,0.7,92.7,49.598,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Raw,80,7.0,0.4,5.3,0.0,0.2,0.08,31.4,1.0,77.3,45.156,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Substitute,115,24.0,4.8,0.0,0.0,4.8,0.5,175.2,4.8,511.2,210.0,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Substitute Powder,126,15.7,6.2,3.7,0.0,6.2,0.2,92.3,0.9,210.6,119.1,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg White Delight Mcdonalds,250,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg White Dried,26,5.8,0.3,0.087,0.0,0.0,0.052,6.2,0.028,78.1,12.343,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg White Raw,17,3.6,0.2,0.063,0.0,0.2,0.038,2.3,0.045,53.8,6.196,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Yolk Dried,27,1.3,0.054,2.3,0.0,0.002,0.071,12.3,0.4,10.6,16.368,Breakfast,Non-Vegetarian,International,Egg,100 g
Egg Yolk Raw,55,2.7,0.6,4.5,0.0,0.08,0.006,21.9,0.5,18.5,30.27,Breakfast,Non-Vegetarian,International,Egg,100 g
Eggnog,224,11.6,20.4,10.6,0.0,20.4,0.1,330.2,0.5,419.1,377.2,Breakfast,Non-Vegetarian,International,Egg,100 g
Eggplant Cooked,33,0.8,8.1,0.2,2.5,3.2,0.2,5.9,0.2,121.8,19.0,Breakfast,Non-Vegetarian,International,Egg,100 g
Eggplant Raw,115,4.5,26.9,0.8,13.7,16.2,0.028,41.2,1.1,1048.8,98.3,Breakfast,Non-Vegetarian,International,Egg,100 g
Eisbonbons Mac Iver,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lunch,Vegetarian,International,None,100 g
Elderberries,106,1.0,26.7,0.7,10.2,0.0,0.042,55.1,2.3,406.0,148.2,Lunch,Vegetarian,International,None,100 g
Emu Drums Cooked,649,134.7,0.0,8.4,0.0,0.0,0.5,25.0,30.2,1297.9,198.375,Lunch,Vegetarian,International,None,100 g
Emu Fillet Cooked,607,123.2,0.0,9.1,0.0,0.0,0.2,23.6,18.0,1564.2,173.9,Lunch,Vegetarian,International,None,100 g
Enchilada With Cheese,374,15.4,21.2,25.3,2.6,3.6,0.7,0.0,0.2,367.2,65.6,Breakfast,Vegetarian,International,Milk,100 g
Enchilada With Cheese Beef,323,11.9,30.5,17.6,0.0,0.0,1.3,228.5,3.1,574.1,292.933,Breakfast,Non-Vegetarian,International,Milk,100 g
Enchirito With Cheese Beef Beans,344,17.9,33.8,16.1,0.0,0.0,1.3,218.1,2.4,559.7,292.984,Breakfast,Non-Vegetarian,International,Milk,100 g
Endive,9,0.6,1.7,0.1,1.6,0.1,0.08,26.0,0.4,157.0,33.7,Lunch,Vegetarian,International,None,100 g
Energy Drink Red Bull,111,1.2,26.4,0.0,0.0,26.4,0.1,0.0,0.049,0.0,33.224,Lunch,Vegetarian,International,None,100 g
Energy Drink Sugar Free Red Bull,13,0.6,1.8,0.2,0.0,0.0,0.008,32.5,0.023,7.5,35.19,Lunch,Vegetarian,International,None,100 g
English Muffin,127,5.0,25.5,1.1,2.6,0.9,0.2,101.5,1.6,106.0,137.3,Lunch,Vegetarian,International,None,100 g
English Muffin Mcdonalds,97,5.7,2.9,2.3,0.2,1.5,0.031,0.08,13.1,0.0,24.548,Lunch,Vegetarian,International,None,100 g
English Muffin Toasted,140,5.4,27.4,1.1,1.5,1.8,0.2,102.4,2.4,67.1,141.1,Lunch,Vegetarian,International,None,100 g
English Muffin Whole Wheat,134,5.8,26.7,1.4,4.4,5.3,0.2,174.9,1.6,138.6,214.8,Lunch,Vegetarian,International,Gluten,100 g
English Muffin Whole Wheat Toasted,135,5.9,26.9,1.4,4.5,5.4,0.2,175.7,1.6,139.1,216.0,Lunch,Vegetarian,International,Gluten,100 g
English Muffin With Butter,189,4.9,30.4,5.8,0.0,0.0,0.4,102.7,1.6,69.3,146.209,Breakfast,Vegetarian,International,Milk,100 g
English Muffin With Cheese Sausage,365,14.3,27.3,22.3,0.5,2.1,0.7,226.8,3.4,193.3,294.696,Breakfast,Vegetarian,International,Milk,100 g
English Muffin With Egg Cheese Sausage,472,22.1,28.8,29.9,0.3,2.5,0.8,277.2,4.3,242.6,362.7,Breakfast,Non-Vegetarian,International,"Egg, Milk",100 g
Enoki Mushrooms,1,0.062,0.2,0.099,0.089,0.034,0.084,0.0,0.099,3.2,0.433,Lunch,Vegetarian,International,None,100 g
Epazote,0,0.059,0.094,0.06,0.051,0.0,0.021,0.0,0.067,0.7,0.363,Lunch,Vegetarian,International,None,100 g
Eppaw,150,4.6,31.7,1.8,0.0,0.0,0.015,0.0,0.2,165.0,38.5,Lunch,Vegetarian,International,None,100 g
Escarole Soup,61,3.4,4.0,4.0,0.0,0.0,2.3,71.9,1.7,591.7,95.0,Lunch,Vegetarian,International,None,100 g
